Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,95317,67575,5702,22040,16494,2956131,152,0
XML,16180,13158,1012,2010,0,820986,56,0
C Header,9077,4664,2558,1855,113,304286,105,0
Vala,1577,1166,76,335,120,62083,4,0
Systemd,1338,1148,0,190,0,39924,87,0
Autoconf,1099,660,282,157,3,41291,48,0
m4,757,657,46,54,0,41359,7,0
License,339,281,0,58,0,17987,1,0
Shell,320,239,31,50,21,12340,2,0
Python,305,209,8,88,55,10795,2,0
Snakemake,94,37,32,25,0,3357,2,0
Makefile,35,9,20,6,0,1053,2,0
Extensible Stylesheet Language Transformations,29,20,0,9,0,1043,1,0
AWK,13,11,0,2,0,192,1,0
Emacs Lisp,7,3,3,1,0,210,1,0
Vim Script,4,3,1,0,0,114,1,0
