Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,63775,44487,4175,15113,11206,2000293,111,0
XML,12462,10051,796,1615,0,629697,44,0
C Header,6890,3554,1955,1381,106,241412,78,0
Vala,1461,1090,54,317,109,58103,3,0
Autoconf,1334,1016,199,119,40,60824,34,0
Systemd,1279,1091,0,188,0,37586,91,0
m4,528,422,49,57,0,16554,7,0
License,339,281,0,58,0,17987,1,0
Python,229,152,5,72,41,7822,1,0
Shell,217,150,33,34,18,7963,2,0
Snakemake,39,13,18,8,0,2084,1,0
AWK,13,11,0,2,0,192,1,0
Emacs Lisp,7,3,3,1,0,210,1,0
