Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,229088,164708,17496,46884,36828,7264362,446,0
XML,42944,34386,2979,5579,0,2102055,172,0
C Header,21463,10765,6815,3883,303,768096,263,0
Autoconf,2281,1467,534,280,51,87539,89,0
Perl,1893,1748,38,107,93,78007,3,0
Python,1646,1076,391,179,96,56017,10,0
Systemd,1359,1215,0,144,0,42597,109,0
BASH,1303,939,212,152,240,37694,2,0
m4,1087,1008,28,51,0,57567,5,0
Snakemake,622,308,148,166,0,29329,23,0
Shell,496,359,68,69,58,14628,8,0
Extensible Stylesheet Language Transformations,248,216,0,32,0,7398,2,0
Plain Text,237,228,0,9,0,5668,2,0
CSS,196,151,3,42,0,3097,1,0
JavaScript,185,148,6,31,16,7059,3,0
ReStructuredText,174,140,0,34,0,5011,5,0
Makefile,58,31,20,7,4,1669,3,0
HTML,17,14,0,3,0,497,1,0
YAML,14,14,0,0,0,655,1,0
Vim Script,9,7,2,0,0,258,2,0
Emacs Lisp,7,3,3,1,0,210,1,0
