Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,343629,244164,28289,71176,54520,11089432,644,0
HEX,63488,63488,0,0,0,4225824,1,0
XML,50210,39473,3572,7165,0,2058010,207,0
C Header,33762,17715,9883,6164,428,1196368,397,0
Autoconf,3485,2358,706,421,193,133014,109,0
Python,2329,1626,467,236,138,82655,14,0
Perl,1911,1764,39,108,95,78588,3,0
Systemd,1697,1504,0,193,0,51585,145,0
BASH,1349,976,214,159,249,39093,3,0
m4,1293,1177,48,68,0,69177,9,0
Snakemake,651,328,154,169,0,30096,23,0
Shell,437,326,51,60,52,13738,7,0
Extensible Stylesheet Language Transformations,328,290,0,38,0,9898,2,0
Plain Text,239,230,0,9,0,5703,2,0
CSS,196,151,3,42,0,3097,1,0
JavaScript,185,148,6,31,16,7059,3,0
ReStructuredText,174,140,0,34,0,5011,5,0
Makefile,58,31,20,7,4,1669,3,0
HTML,17,14,0,3,0,497,1,0
YAML,14,14,0,0,0,668,1,0
Vim Script,9,7,2,0,0,258,2,0
Emacs Lisp,7,3,3,1,0,210,1,0
