Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,334413,238091,27635,68687,53466,10813044,625,0
HEX,63488,63488,0,0,0,4225824,1,0
XML,49444,38840,3555,7049,0,2020661,206,0
C Header,32445,16958,9569,5918,417,1148539,379,0
Autoconf,3464,2323,716,425,192,131799,111,0
Python,2329,1626,467,236,138,82649,14,0
Perl,1904,1757,39,108,95,78300,3,0
Systemd,1727,1530,0,197,0,52461,147,0
BASH,1349,976,214,159,249,39093,3,0
m4,1287,1171,48,68,0,68907,9,0
Snakemake,655,331,153,171,0,30645,24,0
Shell,437,326,51,60,52,13738,7,0
Extensible Stylesheet Language Transformations,302,266,0,36,0,9113,2,0
Plain Text,239,230,0,9,0,5703,2,0
CSS,196,151,3,42,0,3097,1,0
JavaScript,185,148,6,31,16,7059,3,0
ReStructuredText,174,140,0,34,0,5011,5,0
Makefile,58,31,20,7,4,1669,3,0
HTML,17,14,0,3,0,497,1,0
YAML,14,14,0,0,0,668,1,0
Vim Script,9,7,2,0,0,258,2,0
Emacs Lisp,7,3,3,1,0,210,1,0
