Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,81106,57184,4811,19111,13977,2505667,135,0
XML,13546,10932,850,1764,0,684477,47,0
C Header,8075,4156,2298,1621,106,286877,92,0
Autoconf,1742,1294,263,185,43,78298,47,0
Vala,1461,1090,54,317,109,58114,3,0
Systemd,1375,1177,0,198,0,40489,97,0
m4,725,625,46,54,0,39337,7,0
License,339,281,0,58,0,17987,1,0
Shell,233,164,33,36,18,8470,2,0
Python,229,152,5,72,41,7822,1,0
Snakemake,94,37,32,25,0,3357,2,0
AWK,13,11,0,2,0,192,1,0
Emacs Lisp,7,3,3,1,0,210,1,0
