Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,401693,288071,29826,83796,64111,13294384,739,0
Plain Text,167328,138345,0,28983,0,4403434,3,0
XML,66428,52348,4407,9673,0,2935364,249,0
C Header,38552,21144,10535,6873,557,1389672,458,0
Python,20483,19736,354,393,340,1322300,21,0
Autoconf,8895,6050,1153,1692,211,330905,121,0
Meson,7882,6984,133,765,303,263813,46,0
HTML,3047,2956,3,88,0,233202,3,0
Systemd,2315,2051,0,264,0,70964,215,0
Shell,1837,1296,198,343,91,52903,40,0
BASH,1745,1384,199,162,304,52153,5,0
Perl,1728,1654,30,44,70,74078,2,0
m4,693,586,76,31,0,58256,9,0
Snakemake,616,309,149,158,2,28905,23,0
Patch,493,395,0,98,0,10034,1,0
Extensible Stylesheet Language Transformations,363,319,0,44,0,13856,2,0
Markdown,182,122,0,60,0,9990,5,0
AWK,81,81,0,0,5,1728,8,0
Bazel,40,11,21,8,4,1454,1,0
Emacs Lisp,27,16,8,3,0,1086,1,0
Vim Script,24,10,11,3,0,878,2,0
Makefile,16,13,0,3,0,388,3,0
YAML,14,14,0,0,0,616,1,0
sed,1,1,0,0,0,27,1,0
