Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,82581,58263,4913,19405,14233,2555926,137,0
XML,13722,11137,850,1735,0,693969,47,0
C Header,8123,4178,2317,1628,106,288448,93,0
Autoconf,1794,1332,270,192,43,81078,47,0
Vala,1587,1176,76,335,120,62385,4,0
Systemd,1410,1209,0,201,0,41649,98,0
m4,745,645,46,54,0,40163,7,0
Shell,347,258,33,56,24,12803,2,0
License,339,281,0,58,0,17987,1,0
Python,297,202,8,87,52,10500,2,0
Snakemake,94,37,32,25,0,3357,2,0
AWK,13,11,0,2,0,192,1,0
Emacs Lisp,7,3,3,1,0,210,1,0
