Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,79296,54737,16123,8436,12528,2408339,109,0
HTML,33107,28754,915,3438,0,1223411,108,0
C Header,10347,4593,4597,1157,101,384240,59,0
Prolog,973,973,0,0,0,12638,18,0
Perl,885,375,430,80,47,30891,9,0
Module-Definition,740,496,240,4,0,17944,2,0
Autoconf,655,467,129,59,74,20058,1,0
Shell,624,454,118,52,203,19842,7,0
Expect,441,440,1,0,0,7663,30,0
Go Template,230,191,0,39,0,7074,1,0
License,118,112,0,6,0,5696,2,0
Windows Resource-Definition Script,84,35,28,21,0,2003,1,0
C++,59,55,0,4,11,987,1,0
Plain Text,56,47,0,9,0,1529,2,0
