Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,89376,60567,19040,9769,14516,2766648,126,0
HTML,39765,34767,940,4058,0,1466148,123,0
C Header,10918,4150,5479,1289,62,422032,72,0
Shell,8229,6273,1205,751,922,240066,17,0
Plain Text,2509,1945,0,564,0,107955,7,0
Autoconf,1579,1001,284,294,125,45218,24,0
Perl,1136,572,451,113,93,36189,12,0
Prolog,973,973,0,0,0,12638,18,0
Module-Definition,855,560,284,11,0,21494,3,0
m4,708,602,30,76,0,18027,13,0
Makefile,687,183,433,71,33,27036,8,0
Expect,438,437,1,0,0,7620,30,0
Go Template,230,191,0,39,0,7074,1,0
License,180,158,0,22,0,7940,4,0
Windows Resource-Definition Script,84,35,28,21,0,2003,1,0
C++,59,55,0,4,11,987,1,0
AWK,56,56,0,0,3,1575,1,0
Forth,53,53,0,0,0,1794,1,0
