Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,553659,429775,57597,66287,81207,19587654,1309,0
C Header,134857,96040,29455,9362,1196,5945851,533,0
Assembly,45609,37677,4156,3776,907,1384092,93,0
Shell,5581,4891,198,492,497,170149,20,0
Makefile,5531,4549,47,935,2,266411,83,0
Plain Text,2455,1944,0,511,0,94670,18,0
CSS,1097,839,59,199,0,17545,1,0
C++,1036,782,122,132,126,32106,3,0
Perl,430,309,62,59,36,12181,1,0
XML Schema,180,158,0,22,0,9567,1,0
Coq,72,72,0,0,1,1966,8,0
License,68,56,0,12,0,2699,1,0
BASH,58,43,4,11,7,2614,1,0
V,33,33,0,0,1,1089,1,0
HTML,24,19,0,5,0,766,2,0
