Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,577307,449174,59226,68907,84625,20418034,1369,0
C Header,136822,96815,30390,9617,1290,6019512,550,0
Assembly,47561,39352,4369,3840,919,1457123,98,0
Makefile,5988,4882,49,1057,2,297179,90,0
Shell,5850,5164,183,503,526,178291,19,0
Plain Text,2518,1981,0,537,0,98241,17,0
CSS,2019,1755,73,191,0,36856,1,0
C++,1036,782,122,132,126,32185,3,0
Perl,545,379,80,86,42,15676,2,0
XML Schema,198,175,0,23,0,10793,1,0
License,85,70,0,15,0,3335,1,0
Coq,73,73,0,0,1,1997,8,0
BASH,58,43,4,11,7,2614,1,0
V,33,33,0,0,1,1089,1,0
HTML,25,19,2,4,0,732,2,0
