Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,622732,485430,63326,73976,92302,22085570,1521,0
C Header,146636,101834,34038,10764,1490,6415901,612,0
Assembly,52349,43257,4943,4149,973,1582334,120,0
Makefile,6962,5660,50,1252,2,360301,92,0
Shell,6201,5504,187,510,557,190790,18,0
Plain Text,2529,1990,0,539,0,98382,17,0
CSS,2168,1880,73,215,0,39113,2,0
C++,1042,786,124,132,126,32367,3,0
Perl,731,503,101,127,50,20889,3,0
XML Schema,218,192,0,26,0,11712,1,0
License,102,87,0,15,0,3585,1,0
HTML,80,63,7,10,0,2348,3,0
Coq,66,66,0,0,1,1767,8,0
Python,59,49,2,8,13,1743,2,0
BASH,58,43,4,11,7,2614,1,0
V,33,33,0,0,1,1086,1,0
