Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,665875,522286,65220,78369,99490,23818007,1576,0
C Header,150698,104430,35161,11107,1549,6537898,627,0
Assembly,54680,45215,5178,4287,998,1657575,130,0
Makefile,7663,6198,65,1400,2,390959,97,0
Shell,6334,5629,188,517,574,195394,18,0
Plain Text,2523,1990,0,533,0,97933,17,0
CSS,2184,1893,73,218,0,39352,2,0
C++,1042,786,124,132,126,32367,3,0
Perl,731,503,101,127,50,20889,3,0
XML Schema,245,216,0,29,0,13222,1,0
License,103,88,0,15,0,3611,1,0
HTML,80,63,7,10,0,2348,3,0
Coq,66,66,0,0,1,1767,8,0
Python,59,49,2,8,13,1743,2,0
BASH,58,43,4,11,7,2614,1,0
V,31,31,0,0,0,966,1,0
