Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,651795,515278,61948,74569,89452,24162709,1556,0
C Header,135472,90574,33719,11179,1268,5838809,630,0
Assembly,72675,61509,5706,5460,699,2311636,169,0
Makefile,7187,5797,105,1285,3,359842,94,0
Shell,6544,5755,244,545,532,197907,13,0
CSS,2021,1756,73,192,0,36725,1,0
Plain Text,1037,766,0,271,0,37201,10,0
Perl,811,502,183,126,87,23158,2,0
Objective C,686,532,38,116,90,24717,1,0
License,65,50,0,15,0,2724,1,0
Coq,44,44,0,0,0,537,7,0
Markdown,42,29,0,13,0,1622,1,0
YAML,30,30,0,0,0,534,1,0
