Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,654223,517248,62117,74858,89887,24253391,1561,0
C Header,135396,90458,33777,11161,1256,5836888,631,0
Assembly,72681,61515,5706,5460,698,2312031,169,0
Makefile,7194,5802,106,1286,3,360180,94,0
Shell,6641,5842,254,545,518,200374,13,0
CSS,2021,1756,73,192,0,36725,1,0
Plain Text,1037,766,0,271,0,37201,10,0
Perl,811,502,183,126,87,23158,2,0
Objective C,686,532,38,116,90,24717,1,0
License,65,50,0,15,0,2724,1,0
Coq,44,44,0,0,0,537,7,0
Markdown,42,29,0,13,0,1622,1,0
YAML,30,30,0,0,0,534,1,0
