Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,543060,421079,56795,65186,79709,19204970,1283,0
C Header,134021,95791,28955,9275,1340,5922877,525,0
Assembly,45033,37154,4128,3751,872,1368599,93,0
Shell,5391,4716,198,477,483,163256,20,0
Makefile,5379,4431,47,901,2,260187,82,0
Plain Text,2455,1944,0,511,0,94666,18,0
CSS,1097,839,59,199,0,17545,1,0
C++,1036,782,122,132,126,32097,3,0
Perl,430,309,62,59,36,12181,1,0
XML Schema,172,151,0,21,0,9159,1,0
Coq,72,72,0,0,1,1966,8,0
BASH,58,43,4,11,7,2614,1,0
License,50,38,0,12,0,2267,1,0
V,33,33,0,0,1,1089,1,0
HTML,24,19,0,5,0,766,2,0
