Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,581933,452658,59692,69583,85716,20571692,1387,0
C Header,137322,96930,30713,9679,1285,6038236,556,0
Assembly,48884,40511,4452,3921,931,1490028,100,0
Makefile,6254,5107,52,1095,2,314615,91,0
Shell,5975,5275,183,517,541,182587,19,0
Plain Text,2520,1983,0,537,0,98264,17,0
CSS,2019,1755,73,191,0,36856,1,0
C++,1036,782,122,132,126,32153,3,0
Perl,545,379,80,86,42,15684,2,0
XML Schema,198,175,0,23,0,10793,1,0
License,86,71,0,15,0,3350,1,0
Coq,73,73,0,0,1,1997,8,0
BASH,58,43,4,11,7,2614,1,0
V,33,33,0,0,1,1089,1,0
HTML,25,19,2,4,0,732,2,0
