Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,453751,372846,38127,42778,24082,16633183,2749,0
Plain Text,154379,110954,0,43425,0,6478350,613,0
JavaScript,27866,19002,4061,4803,3818,1331753,111,0
HTML,5492,4942,13,537,0,247653,358,0
CSS,5487,4355,139,993,0,142135,44,0
JSON,1597,1594,0,3,0,75772,53,0
SVG,1417,1413,4,0,1,554316,31,0
YAML,389,344,7,38,0,10305,10,0
XML,230,228,2,0,0,9056,14,0
Batch,208,182,1,25,72,5635,1,0
Makefile,184,144,8,32,3,6362,2,0
ReStructuredText,114,78,0,36,0,4273,4,0
License,102,82,0,20,0,5689,4,0
INI,88,73,6,9,0,1875,1,0
Markdown,55,42,0,13,0,2568,5,0
Shell,28,16,8,4,3,809,1,0
Autoconf,22,21,1,0,0,392,2,0
Smarty Template,9,8,0,1,0,392,2,0
TOML,7,6,0,1,0,199,1,0
CSV,4,4,0,0,0,57,1,0
