Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,270557,204153,32479,33925,16602,10611437,2039,0
Plain Text,112695,81432,0,31263,0,4297803,361,0
JavaScript,12951,9000,2043,1908,2482,494773,29,0
HTML,3656,3172,17,467,0,173918,186,0
JSON,3124,3107,0,17,0,114794,62,0
CSS,2751,2129,92,530,0,58023,25,0
XML,752,748,2,2,0,38215,31,0
Batch,197,173,1,23,65,5630,2,0
Makefile,167,133,5,29,3,5765,2,0
License,82,66,0,16,0,4608,3,0
ReStructuredText,77,53,0,24,0,2972,3,0
Shell,62,44,11,7,12,2575,3,0
Autoconf,37,37,0,0,0,1578,1,0
SVG,10,10,0,0,1,37553,4,0
CSV,4,4,0,0,0,57,1,0
Smarty Template,3,3,0,0,0,130,1,0
