Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,452401,371589,38119,42693,24025,16581175,2747,0
Plain Text,154115,110772,0,43343,0,6468465,610,0
JavaScript,26533,18447,4046,4040,3284,1200921,110,0
HTML,5490,4940,13,537,0,247550,358,0
CSS,5490,4358,138,994,0,142077,43,0
JSON,1597,1594,0,3,0,75772,53,0
SVG,1417,1413,4,0,1,554316,31,0
YAML,389,344,7,38,0,10305,10,0
XML,230,228,2,0,0,9056,14,0
Batch,208,182,1,25,72,5635,1,0
Makefile,184,144,8,32,3,6362,2,0
ReStructuredText,114,78,0,36,0,4273,4,0
License,102,82,0,20,0,5689,4,0
INI,88,73,6,9,0,1875,1,0
Markdown,55,42,0,13,0,2568,5,0
Shell,28,16,8,4,3,809,1,0
Autoconf,22,21,1,0,0,392,2,0
Smarty Template,9,8,0,1,0,392,2,0
TOML,7,6,0,1,0,199,1,0
CSV,4,4,0,0,0,57,1,0
