Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,87817,67937,8695,11185,13926,2507900,125,0
C Header,59493,27087,22788,9618,377,1865521,581,0
Objective C,25369,16810,3673,4886,2601,749682,101,0
Objective C++,22881,15239,3580,4062,2129,647068,139,0
Plain Text,1752,1460,0,292,0,48249,1,0
Autoconf,725,539,184,2,0,7206,4,0
Happy,653,566,0,87,0,21897,1,0
CSS,570,380,80,110,0,8953,1,0
Perl,442,338,69,35,42,12167,4,0
Expect,326,326,0,0,0,9033,2,0
C,76,43,25,8,10,2539,1,0
JavaScript,29,22,1,6,2,464,1,0
License,22,20,0,2,0,1298,1,0
HTML,21,21,0,0,0,488,3,0
Shell,16,12,1,3,1,286,1,0
