Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,206604,154338,28124,24142,35608,5581674,308,0
C Header,126374,55247,47945,23182,1246,3900525,790,0
Objective C++,53383,34194,8746,10443,4870,1423746,273,0
Objective C,4781,3430,368,983,446,124267,25,0
Plain Text,3504,2920,0,584,0,96498,2,0
Autoconf,1438,1066,368,4,0,14322,8,0
Happy,1272,1098,0,174,0,42174,2,0
CSS,1048,688,160,200,0,17056,2,0
Perl,560,402,110,48,24,16518,6,0
C,90,68,2,20,18,1852,2,0
JavaScript,58,44,2,12,4,928,2,0
Shell,32,24,2,6,2,572,2,0
License,22,20,0,2,0,1292,1,0
