Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,174877,103548,50694,20635,13628,5985074,1146,0
C++,149324,115512,14977,18835,27315,4633093,194,0
C Header,79761,40644,26128,12989,750,2620381,847,0
C,68187,62238,1864,4085,2045,2536038,20,0
Objective C,44348,32724,3818,7806,5265,1449013,119,0
Objective C++,43518,31499,4850,7169,4689,1248480,120,0
Plain Text,39827,39506,0,321,0,2367839,862,0
HTML,36180,31878,312,3990,0,1223840,856,0
Perl,3963,2867,535,561,384,118388,12,0
Happy,1744,1543,0,201,0,47281,2,0
Autoconf,1034,828,165,41,43,12612,5,0
Expect,934,929,3,2,0,27524,4,0
CSS,538,391,35,112,0,8331,13,0
XML,238,221,4,13,0,9058,10,0
License,100,70,0,30,0,3888,2,0
Shell,71,42,11,18,7,1558,3,0
Makefile,3,3,0,0,0,110,1,0
MATLAB,2,0,0,2,0,2,1,0
