Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C++,1981679,1520515,207890,253274,158481,77918902,6165,0
C,1607203,1157632,263244,186327,208102,48250292,2111,0
C Header,1133199,665410,288961,178828,22187,41678983,7108,0
HTML,398154,346535,9742,41877,0,23120327,1672,0
Shell,185029,152327,17668,15034,13843,5468947,137,0
JavaScript,177172,127562,33761,15849,15668,7524059,549,0
Python,156486,117409,23281,15796,12051,5513448,630,0
Objective C++,106619,74664,15522,16433,7717,3807851,515,0
Assembly,45794,41168,975,3651,62,1124587,27,0
m4,44448,30935,8992,4521,0,1573985,40,0
Plain Text,37314,34137,0,3177,0,1875059,187,0
XML,28675,23884,1333,3458,0,1125661,71,0
Perl,25151,17659,4686,2806,2207,685425,26,0
Autoconf,21934,17492,2163,2279,2744,1011907,66,0
JSON,15815,15473,0,342,0,944135,595,0
Makefile,15461,11423,1760,2278,937,640201,126,0
CSS,13476,10774,696,2006,0,275951,114,0
Patch,11987,11172,0,815,0,407020,33,0
IDL,8101,2329,5114,658,0,318100,46,0
TCL,7038,5283,1118,637,532,200213,28,0
Protocol Buffers,6482,3391,2174,917,0,453883,53,0
C++ Header,6240,4368,846,1026,563,178662,13,0
Happy,5964,5149,0,815,0,156142,3,0
TeX,5516,5499,15,2,0,43554,2,0
License,5425,4644,0,781,0,286902,72,0
Objective C,3850,2593,475,782,201,117962,30,0
Module-Definition,3074,2803,252,19,1,73785,19,0
Windows Resource-Definition Script,2856,1861,590,405,0,92667,27,0
PHP,2620,1597,693,330,256,97796,5,0
C#,2040,1223,635,182,105,73756,11,0
BASH,1661,853,598,210,180,52305,13,0
MSBuild,1617,1374,243,0,4,119163,7,0
LEX,832,634,86,112,0,25521,2,0
SQL,517,504,6,7,0,70415,18,0
Swig,500,402,20,78,0,19430,3,0
Extensible Stylesheet Language Transformations,367,352,0,15,0,13001,3,0
CSV,362,346,0,16,0,55945,4,0
Batch,362,239,72,51,24,14579,17,0
Java,352,239,72,41,13,11354,3,0
AWK,347,237,86,24,42,9422,6,0
Alex,215,182,0,33,0,4517,1,0
AppleScript,205,110,58,37,5,6772,12,0
Document Type Definition,192,179,0,13,0,9734,2,0
Go,189,150,6,33,28,3744,1,0
Emacs Lisp,176,112,40,24,1,6648,1,0
sed,163,131,21,11,0,2576,3,0
SVG,143,131,8,4,0,20241,10,0
Go Template,92,88,0,4,0,1775,2,0
DOT,87,76,0,11,0,1898,4,0
YAML,74,36,24,14,0,1963,5,0
Properties File,61,33,23,5,0,2583,3,0
Ruby,32,14,8,10,5,937,1,0
F#,21,16,0,5,0,381,1,0
