Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,174295,103101,50655,20539,13595,5966108,1139,0
C++,126205,97319,13032,15854,22889,3818851,172,0
C Header,66232,32400,22699,11133,579,2132932,747,0
Objective C,33898,24610,3057,6231,3730,1086837,110,0
Plain Text,32323,32002,0,321,0,1981542,592,0
Objective C++,28803,20320,4052,4431,3545,855042,113,0
HTML,25497,22891,166,2440,0,904290,586,0
C,12431,9121,1776,1534,2014,389319,19,0
Perl,3028,2169,396,463,310,87140,10,0
Happy,1718,1518,0,200,0,46422,2,0
Autoconf,924,757,136,31,43,11312,5,0
Expect,737,731,3,3,0,20582,4,0
CSS,632,422,88,122,0,9977,13,0
XML,234,217,4,13,0,8929,9,0
License,100,70,0,30,0,3888,2,0
Shell,71,42,11,18,7,1558,3,0
Makefile,3,3,0,0,0,110,1,0
MATLAB,2,0,0,2,0,2,1,0
