Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,174812,103498,50690,20624,13620,5983271,1145,0
C++,143819,110978,14620,18221,26215,4424744,192,0
C Header,78389,39716,25953,12720,705,2562547,838,0
C,67264,61238,1882,4144,2123,2516819,19,0
Objective C,42569,31362,3686,7521,4987,1388610,117,0
Objective C++,42057,30394,4745,6918,4427,1199884,122,0
Plain Text,38154,37833,0,321,0,2273681,774,0
HTML,32770,29199,239,3332,0,1157110,767,0
Perl,3933,2840,534,559,384,117963,12,0
Happy,1744,1543,0,201,0,47274,2,0
Autoconf,1023,826,159,38,43,12519,5,0
Expect,957,950,4,3,0,28088,4,0
CSS,537,390,35,112,0,8327,13,0
XML,238,221,4,13,0,9058,10,0
License,100,70,0,30,0,3888,2,0
Shell,71,42,11,18,7,1558,3,0
Makefile,3,3,0,0,0,110,1,0
MATLAB,2,0,0,2,0,2,1,0
