Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129860,112078,12624,5158,21693,4304149,476,0
Java,109902,57304,35322,17276,5274,3717665,890,0
HTML,24363,22069,1716,578,0,949773,137,0
XML,10547,7563,1972,1012,0,412018,155,0
Freemarker Template,8659,5279,3075,305,1307,293981,181,0
JavaServer Pages,7212,6123,135,954,63,210226,208,0
Plain Text,6497,5784,0,713,0,314832,214,0
CSS,4394,3392,337,665,0,81922,67,0
Properties File,1134,470,580,84,0,62037,52,0
ActionScript,676,359,213,104,55,22970,4,0
Extensible Stylesheet Language Transformations,230,216,0,14,0,8112,7,0
License,206,172,0,34,0,11657,2,0
Document Type Definition,140,116,0,24,0,3391,1,0
SVG,11,10,1,0,0,752,1,0
