Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129800,112027,12621,5152,21685,4367377,476,0
Java,105120,55153,33882,16085,5079,3563227,853,0
HTML,23955,21683,1694,578,0,939646,137,0
XML,9982,7225,1759,998,0,387497,150,0
Freemarker Template,8577,5240,3032,305,1294,291035,176,0
JavaServer Pages,7173,6104,116,953,63,208900,206,0
Plain Text,6456,5746,0,710,0,312695,207,0
CSS,4393,3411,317,665,2,81937,66,0
Properties File,1108,469,534,105,0,62116,52,0
ActionScript,676,359,213,104,55,22970,4,0
License,206,172,0,34,0,11657,2,0
Extensible Stylesheet Language Transformations,163,153,0,10,0,5716,5,0
Document Type Definition,141,116,0,25,0,3392,1,0
SVG,11,10,1,0,0,752,1,0
