Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129801,112027,12621,5153,21685,4367378,476,0
Java,106985,55681,34388,16916,5117,3607245,860,0
HTML,23977,21683,1716,578,0,940472,137,0
XML,10383,7432,1950,1001,0,406050,154,0
Freemarker Template,8580,5244,3031,305,1295,291155,176,0
JavaServer Pages,7194,6106,135,953,63,209746,206,0
Plain Text,6483,5770,0,713,0,313949,209,0
CSS,4414,3411,337,666,2,82756,66,0
Properties File,1130,469,578,83,0,61786,52,0
ActionScript,676,359,213,104,55,22970,4,0
License,206,172,0,34,0,11657,2,0
Extensible Stylesheet Language Transformations,199,187,0,12,0,6982,6,0
Document Type Definition,140,116,0,24,0,3391,1,0
SVG,11,10,1,0,0,752,1,0
