Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Java,279599,156429,82771,40399,18898,9824988,2025,0
JavaScript,204874,167388,28138,9348,27433,6784794,788,0
HTML,26068,23712,1748,608,0,1037776,169,0
CSS,18963,15796,545,2622,0,626724,86,0
XML,18072,13526,2663,1883,0,699194,348,0
Plain Text,10325,9079,0,1246,0,508018,323,0
Freemarker Template,9414,6107,2992,315,1530,322774,188,0
JavaServer Pages,8560,7379,138,1043,57,246560,246,0
Properties File,3477,2268,974,235,0,254969,117,0
Document Type Definition,1646,1313,0,333,0,36875,18,0
ActionScript,676,359,213,104,55,22970,4,0
Extensible Stylesheet Language Transformations,230,216,0,14,0,8112,7,0
License,206,172,0,34,0,11657,2,0
Markdown,37,34,0,3,0,2437,1,0
SVG,11,10,1,0,0,752,1,0
JSON,1,1,0,0,0,107,1,0
