Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129736,111974,12617,5145,21661,4352641,476,0
Java,102412,52881,33921,15610,4814,3467120,837,0
HTML,24035,21731,1694,610,0,969486,138,0
XML,9103,6600,1544,959,0,344666,142,0
Freemarker Template,8557,5242,3010,305,1290,296036,175,0
JavaServer Pages,7041,5989,116,936,67,207112,199,0
Plain Text,6617,5870,0,747,0,327937,200,0
CSS,4373,3391,317,665,0,81562,66,0
Properties File,1105,468,533,104,0,63130,52,0
ActionScript,676,359,213,104,55,23470,4,0
License,206,172,0,34,0,11657,2,0
Extensible Stylesheet Language Transformations,163,153,0,10,0,5936,5,0
Document Type Definition,141,116,0,25,0,3441,1,0
SVG,11,10,1,0,0,763,1,0
Batch,6,6,0,0,0,477,2,0
