Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129801,112027,12621,5153,21685,4367378,476,0
Java,107147,55810,34408,16929,5144,3614911,859,0
HTML,23977,21683,1716,578,0,940508,137,0
XML,10391,7441,1950,1000,0,406223,154,0
Freemarker Template,8586,5250,3031,305,1297,291309,176,0
JavaServer Pages,7195,6107,135,953,63,209791,206,0
Plain Text,6484,5771,0,713,0,314031,210,0
CSS,4393,3391,337,665,0,81917,66,0
Properties File,1130,469,578,83,0,61786,52,0
ActionScript,676,359,213,104,55,22970,4,0
License,206,172,0,34,0,11657,2,0
Extensible Stylesheet Language Transformations,199,187,0,12,0,6982,6,0
Document Type Definition,140,116,0,24,0,3391,1,0
SVG,11,10,1,0,0,752,1,0
