Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,129858,112076,12624,5158,21692,4304110,476,0
Java,109245,56886,35182,17177,5261,3692793,879,0
HTML,24051,21757,1716,578,0,942325,137,0
XML,10440,7463,1972,1005,0,408511,155,0
Freemarker Template,8631,5273,3053,305,1305,292988,177,0
JavaServer Pages,7195,6107,135,953,63,209791,206,0
Plain Text,6493,5780,0,713,0,314618,211,0
CSS,4393,3391,337,665,0,81917,66,0
Properties File,1134,470,580,84,0,62037,52,0
ActionScript,676,359,213,104,55,22970,4,0
Extensible Stylesheet Language Transformations,230,216,0,14,0,8112,7,0
License,206,172,0,34,0,11657,2,0
Document Type Definition,140,116,0,24,0,3391,1,0
SVG,11,10,1,0,0,752,1,0
