Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JavaScript,113771,79792,22320,11659,15341,3422461,436,0
Java,92684,47607,30663,14414,4440,3099964,782,0
HTML,20457,18984,845,628,0,815381,133,0
XML,7622,6137,574,911,0,283631,142,0
JavaServer Pages,5769,4902,16,851,43,166592,181,0
Freemarker Template,5226,4826,102,298,1113,163841,175,0
CSS,4372,3506,183,683,0,79668,68,0
Plain Text,3000,2755,0,245,0,123726,145,0
ActionScript,676,359,213,104,55,23470,4,0
Properties File,657,457,127,73,0,42458,52,0
License,206,172,0,34,0,11637,2,0
Document Type Definition,114,90,0,24,0,2447,1,0
Extensible Stylesheet Language Transformations,75,65,0,10,0,2408,5,0
SVG,11,10,1,0,0,763,1,0
Batch,7,7,0,0,0,578,2,0
